2 6 4	8.26842441002995846e-12
2 7 5	9.84703006709856474e-12
2 8 7	5.02547195070442397e-13
2 8 6	1.09056361429075052e-11
2 9 7	1.20780863327958701e-11
2 10 9	5.42697796554055175e-13
2 10 8	1.29599468374061087e-11
2 11 9	1.42001951291101430e-11
2 12 11	6.95389965578901653e-13
2 12 10	1.50561539241257699e-11
2 13 11	1.67944981322748262e-11
2 14 13	9.02662907313283197e-13
2 14 12	1.73871639013469265e-11
2 15 7	1.02557507115176610e-12
2 15 6	2.47961185601375414e-12
2 15 3	3.43068150889536474e-12
2 16 15	6.43982310629013018e-21
2 16 8	1.02870917079239707e-12
2 16 5	2.45794614192881773e-12
2 16 4	3.45696600065847825e-12
2 17 13	1.95796111650710355e-11
2 18 15	1.75440667973355529e-12
2 18 9	1.47955735107392388e-12
2 18 8	5.23151929356673032e-12
2 18 5	6.95356910055605733e-12
2 19 18	3.77019000844367412e-20
2 19 16	1.73996335634259082e-12
2 19 10	1.48428616914397096e-12
2 19 7	5.14425584661831335e-12
2 19 6	7.05838239950489952e-12
2 20 17	1.19171320869576669e-12
2 20 14	2.00837340283380902e-11
2 21 18	3.05433027181501388e-12
2 21 11	1.94733416306652171e-12
2 21 10	8.19093042365448851e-12
2 21 7	1.08240783673445266e-11
2 22 21	6.08834292834018582e-19
2 22 19	3.05008219637392729e-12
2 22 12	1.94223040522299461e-12
2 22 9	8.02448548707572268e-12
2 22 8	1.10928922941739146e-11
2 23 17	2.14340073739268087e-11
2 24 23	1.56906756198284723e-12
2 24 20	2.20293640557608251e-11
2 25 21	5.03996123248926556e-12
2 25 13	2.31136409723920746e-12
2 25 12	1.07137239489623766e-11
2 25 9	1.45953752960772988e-11
2 26 25	2.45230105968222429e-18
2 26 22	4.95941650053919886e-12
2 26 14	2.26584153450824650e-12
2 26 11	1.04861303355613892e-11
2 26 10	1.50421983517494916e-11
2 27 23	2.08900967718893875e-11
2 28 25	7.57181020077938583e-12
2 28 17	2.51325714013376781e-12
2 28 14	1.24138828069958780e-11
2 28 11	1.78393321786961464e-11
2 29 28	1.36424669637097224e-17
2 29 26	7.47800804375348426e-12
2 29 20	2.39467218327770542e-12
2 29 13	1.22245725076837814e-11
2 29 12	1.84839642582322044e-11
2 30 27	1.99524790555470644e-12
2 30 24	2.15667087237426681e-11
2 31 28	1.03871561966654837e-11
2 31 23	2.54543168414224181e-12
2 31 20	1.31838816762392029e-11
2 31 13	2.02161724259411850e-11
2 32 31	5.87609522704987488e-17
2 32 29	1.01922558662124161e-11
2 32 24	2.32563248501552858e-12
2 32 17	1.30944447792548987e-11
2 32 14	2.10120134902600479e-11
2 33 27	2.49453080413783960e-11
2 34 33	2.48922290394772940e-12
2 34 30	2.53497694821864953e-11
2 35 31	1.30176998207423140e-11
2 35 27	2.43352505052426853e-12
2 35 24	1.31079305434520009e-11
2 35 17	2.14265261258192329e-11
2 36 35	4.19381452214924067e-16
2 36 32	1.31827608294880380e-11
2 36 30	2.12327456508514006e-12
2 36 23	1.32549424501203203e-11
2 36 20	2.25305518666321228e-11
2 37 33	2.60051783943907731e-11
2 38 37	2.76730442385732699e-12
2 38 34	2.47126261467321488e-11
2 39 35	1.11020506536209689e-11
2 39 33	2.04814554851096965e-12
2 39 30	1.12715795692245297e-11
2 39 23	1.93462577666315417e-11
2 40 39	2.04824233928294309e-15
2 40 36	1.11317134474596007e-11
2 40 34	1.68853969277357369e-12
2 40 27	1.15491478314103604e-11
2 40 24	2.05477618122981174e-11
